# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 596         Eemnes      
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  596,19980331,    0,    0
  596,19980401,    0,    0
  596,19980402,   29,    0
  596,19980403,   49,    0
  596,19980404,  123,    0
  596,19980405,   32,    0
  596,19980406,   25,    0
  596,19980407,   16,    0
  596,19980408,   85,    0
  596,19980409,    0,    0
  596,19980410,   17,    0
  596,19980411,    1,    0
  596,19980412,    5,    0
  596,19980413,   26,  997
  596,19980414,   84,  997
  596,19980415,   24,    0
  596,19980416,  120,    0
  596,19980417,    3,    0
  596,19980418,    8,    0
  596,19980419,    2,    0
  596,19980420,   48,    0
  596,19980421,   14,    0
  596,19980422,    0,    0
  596,19980423,    0,    0
  596,19980424,   24,    0
  596,19980425,    5,    0
  596,19980426,  212,    0
  596,19980427,    0,    0
  596,19980428,   71,    0
  596,19980429,   35,    0
  596,19980430,    0,    0
  596,19980501,    0,    0
  596,19980502,    1,    0
  596,19980503,    2,    0
  596,19980504,    0,    0
  596,19980505,    0,    0
  596,19980506,   41,    0
  596,19980507,    7,    0
  596,19980508,    0,    0
  596,19980509,    0,    0
  596,19980510,    0,    0
  596,19980511,    0,    0
  596,19980512,    0,    0
  596,19980513,    1,    0
  596,19980514,    0,    0
  596,19980515,    0,    0
  596,19980516,    0,    0
  596,19980517,    0,    0
  596,19980518,    0,    0
  596,19980519,    0,    0
  596,19980520,    0,    0
  596,19980521,    0,    0
  596,19980522,    4,    0
  596,19980523,    0,    0
  596,19980524,   15,    0
  596,19980525,   16,    0
  596,19980526,   36,    0
  596,19980527,  210,    0
  596,19980528,   39,    0
  596,19980529,  160,    0
  596,19980530,    0,    0
  596,19980531,    0,    0
  596,19980601,    0,    0
  596,19980602,    0,    0
  596,19980603,   41,    0
  596,19980604,   64,    0
  596,19980605,    0,    0
  596,19980606,  162,    0
  596,19980607,  423,    0
  596,19980608,   64,    0
  596,19980609,   11,    0
  596,19980610,  179,    0
  596,19980611,   27,    0
  596,19980612,  207,    0
  596,19980613,    9,    0
  596,19980614,   17,    0
  596,19980615,   32,    0
  596,19980616,   31,    0
  596,19980617,   18,    0
  596,19980618,   14,    0
  596,19980619,   48,    0
  596,19980620,    0,    0
  596,19980621,    0,    0
  596,19980622,    6,    0
  596,19980623,    0,    0
  596,19980624,   16,    0
  596,19980625,    8,    0
  596,19980626,   24,    0
  596,19980627,    0,    0
  596,19980628,  124,    0
  596,19980629,    7,    0
  596,19980630,   15,    0
  596,19980701,   14,    0
  596,19980702,    1,    0
  596,19980703,    1,    0
  596,19980704,    0,    0
  596,19980705,    1,    0
  596,19980706,    7,    0
  596,19980707,    0,    0
  596,19980708,   35,    0
  596,19980709,    4,    0
  596,19980710,    1,    0
  596,19980711,   21,    0
  596,19980712,   45,    0
  596,19980713,   79,    0
  596,19980714,    7,    0
  596,19980715,   22,    0
  596,19980716,   13,    0
  596,19980717,    8,    0
  596,19980718,   18,    0
  596,19980719,    0,    0
  596,19980720,    0,    0
  596,19980721,    4,    0
  596,19980722,   26,    0
  596,19980723,    2,    0
  596,19980724,   17,    0
  596,19980725,    0,    0
  596,19980726,    0,    0
  596,19980727,    0,    0
  596,19980728,   33,    0
  596,19980729,   32,    0
  596,19980730,   45,    0
  596,19980731,  156,    0
  596,19980801,    5,    0
  596,19980802,    1,    0
  596,19980803,    0,    0
